,Year,Coach1,Balance1,Coach2,Balance2,Coach3,Balance3,Coach4,Balance4,Coach1Wins,Coach1Lose,Coach2Wins,Coach2Lose,Coach3Wins,Coach3Lose,Coach4Wins,Coach4Lose,Total1,Total2,Total3,Total4,Precentage1,Precentage2,Precentage3,Precentage4
19,2000,Paul Silas,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
21,1999,Dave Cowens,4-11,Paul Silas,22-13,nan,nan,nan,nan,4.0,11.0,22.0,13.0,0.0,0.0,0.0,0.0,15,35,0,0,26,62,,
22,1998,Dave Cowens,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
23,1997,Dave Cowens,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
24,1996,Allan Bristow,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
25,1995,Allan Bristow,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
26,1994,Allan Bristow,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
27,1993,Allan Bristow,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
28,1992,Allan Bristow,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
29,1991,Gene Littles,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
31,1990,Dick Harter,8-32,Gene Littles,11-31,nan,nan,nan,nan,8.0,32.0,11.0,31.0,0.0,0.0,0.0,0.0,40,42,0,0,20,26,,
32,1989,Dick Harter,20-62,nan,nan,nan,nan,nan,nan,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,24,,,
2,2019,Fred Hoiberg,5-19,Jim Boylen,17-41,nan,nan,nan,nan,5.0,19.0,17.0,41.0,0.0,0.0,0.0,0.0,24,58,0,0,20,29,,
3,2018,Fred Hoiberg,27-55,nan,nan,nan,nan,nan,nan,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,32,,,
4,2017,Fred Hoiberg,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
5,2016,Fred Hoiberg,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
6,2015,Tom Thibodeau,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
7,2014,Tom Thibodeau,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
8,2013,Tom Thibodeau,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
9,2012,Tom Thibodeau,50-16,nan,nan,nan,nan,nan,nan,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,75,,,
10,2011,Tom Thibodeau,62-20,nan,nan,nan,nan,nan,nan,62.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,75,,,
11,2010,Vinny Del Negro,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
12,2009,Vinny Del Negro,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
15,2008,Scott Skiles,9-16,Pete Myers,0-1,Jim Boylan,24-32,nan,nan,9.0,16.0,0.0,1.0,24.0,32.0,0.0,0.0,25,1,56,0,36,0,42,
16,2007,Scott Skiles,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
17,2006,Scott Skiles,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
18,2005,Scott Skiles,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
21,2004,Bill Cartwright,4-10,Pete Myers,0-2,Scott Skiles,19-47,nan,nan,4.0,10.0,0.0,2.0,19.0,47.0,0.0,0.0,14,2,66,0,28,0,28,
22,2003,Bill Cartwright,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
25,2002,Tim Floyd,4-21,Bill Berry,0-2,Bill Cartwright,17-38,nan,nan,4.0,21.0,0.0,2.0,17.0,38.0,0.0,0.0,25,2,55,0,16,0,30,
26,2001,Tim Floyd,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
27,2000,Tim Floyd,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
28,1999,Tim Floyd,13-37,nan,nan,nan,nan,nan,nan,13.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,26,,,
29,1998,Phil Jackson,62-20,nan,nan,nan,nan,nan,nan,62.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,75,,,
30,1997,Phil Jackson,69-13,nan,nan,nan,nan,nan,nan,69.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,84,,,
31,1996,Phil Jackson,72-10,nan,nan,nan,nan,nan,nan,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,87,,,
32,1995,Phil Jackson,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
33,1994,Phil Jackson,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
34,1993,Phil Jackson,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
35,1992,Phil Jackson,67-15,nan,nan,nan,nan,nan,nan,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,81,,,
36,1991,Phil Jackson,61-21,nan,nan,nan,nan,nan,nan,61.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,74,,,
37,1990,Phil Jackson,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
38,1989,Doug Collins,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
39,1988,Doug Collins,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
40,1987,Doug Collins,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
41,1986,Stan Albeck,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
42,1985,Kevin Loughery,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
43,1984,Kevin Loughery,27-55,nan,nan,nan,nan,nan,nan,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,32,,,
44,1983,Paul Westhead,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
47,1982,Jerry Sloan,19-32,Phil Johnson,0-1,Rod Thorn,15-15,nan,nan,19.0,32.0,0.0,1.0,15.0,15.0,0.0,0.0,51,1,30,0,37,0,50,
48,1981,Jerry Sloan,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
49,1980,Jerry Sloan,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
51,1979,Larry Costello,20-36,Scotty Robertson,11-15,nan,nan,nan,nan,20.0,36.0,11.0,15.0,0.0,0.0,0.0,0.0,56,26,0,0,35,42,,
52,1978,Ed Badger,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
53,1977,Ed Badger,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
54,1976,Dick Motta,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
55,1975,Dick Motta,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
56,1974,Dick Motta,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
57,1973,Dick Motta,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
58,1972,Dick Motta,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
59,1971,Dick Motta,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
60,1970,Dick Motta,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
61,1969,Dick Motta,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
62,1968,Red Kerr,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
63,1967,Red Kerr,33-48,nan,nan,nan,nan,nan,nan,33.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,0,40,,,
1,2020,John Beilein,14-40,J.B. Bickerstaff,5-6,nan,nan,nan,nan,14.0,40.0,5.0,6.0,0.0,0.0,0.0,0.0,54,11,0,0,25,45,,
3,2019,Tyronn Lue,0-6,Larry Drew,19-57,nan,nan,nan,nan,0.0,6.0,19.0,57.0,0.0,0.0,0.0,0.0,6,76,0,0,0,25,,
4,2018,Tyronn Lue,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
5,2017,Tyronn Lue,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
7,2016,David Blatt,30-11,Tyronn Lue,27-14,nan,nan,nan,nan,30.0,11.0,27.0,14.0,0.0,0.0,0.0,0.0,41,41,0,0,73,65,,
8,2015,David Blatt,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
9,2014,Mike Brown,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
10,2013,Byron Scott,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
11,2012,Byron Scott,21-45,nan,nan,nan,nan,nan,nan,21.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,31,,,
12,2011,Byron Scott,19-63,nan,nan,nan,nan,nan,nan,19.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,23,,,
13,2010,Mike Brown,61-21,nan,nan,nan,nan,nan,nan,61.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,74,,,
14,2009,Mike Brown,66-16,nan,nan,nan,nan,nan,nan,66.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,80,,,
15,2008,Mike Brown,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
16,2007,Mike Brown,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
17,2006,Mike Brown,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
19,2005,Paul Silas,34-30,Brendan Malone,8-10,nan,nan,nan,nan,34.0,30.0,8.0,10.0,0.0,0.0,0.0,0.0,64,18,0,0,53,44,,
20,2004,Paul Silas,35-47,nan,nan,nan,nan,nan,nan,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,42,,,
22,2003,John Lucas,8-34,Keith Smart,9-31,nan,nan,nan,nan,8.0,34.0,9.0,31.0,0.0,0.0,0.0,0.0,42,40,0,0,19,22,,
23,2002,John Lucas,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
24,2001,Randy Wittman,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
25,2000,Randy Wittman,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
26,1999,Mike Fratello,22-28,nan,nan,nan,nan,nan,nan,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,44,,,
27,1998,Mike Fratello,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
28,1997,Mike Fratello,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
29,1996,Mike Fratello,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
30,1995,Mike Fratello,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
31,1994,Mike Fratello,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
32,1993,Lenny Wilkens,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
33,1992,Lenny Wilkens,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
34,1991,Lenny Wilkens,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
35,1990,Lenny Wilkens,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
36,1989,Lenny Wilkens,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
37,1988,Lenny Wilkens,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
38,1987,Lenny Wilkens,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
40,1986,George Karl,25-42,Gene Littles,4-11,nan,nan,nan,nan,25.0,42.0,4.0,11.0,0.0,0.0,0.0,0.0,67,15,0,0,37,26,,
41,1985,George Karl,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
42,1984,Tom Nissalke,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
43,1983,Tom Nissalke,23-59,nan,nan,nan,nan,nan,nan,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,28,,,
47,1982,Don Delaney,4-11,Bob Kloppenburg,0-3,Chuck Daly,9-32,Bill Musselman,2-21,4.0,11.0,0.0,3.0,9.0,32.0,2.0,21.0,15,3,41,23,26,0,21,
49,1981,Bill Musselman,25-46,Don Delaney,3-8,nan,nan,nan,nan,25.0,46.0,3.0,8.0,0.0,0.0,0.0,0.0,71,11,0,0,35,27,,
50,1980,Stan Albeck,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
51,1979,Bill Fitch,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
52,1978,Bill Fitch,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
53,1977,Bill Fitch,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
54,1976,Bill Fitch,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
55,1975,Bill Fitch,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
56,1974,Bill Fitch,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
57,1973,Bill Fitch,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
58,1972,Bill Fitch,23-59,nan,nan,nan,nan,nan,nan,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,28,,,
59,1971,Bill Fitch,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
1,2019,Rick Carlisle,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
2,2018,Rick Carlisle,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
3,2017,Rick Carlisle,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
4,2016,Rick Carlisle,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
5,2015,Rick Carlisle,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
6,2014,Rick Carlisle,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
7,2013,Rick Carlisle,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
8,2012,Rick Carlisle,36-30,nan,nan,nan,nan,nan,nan,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,54,,,
9,2011,Rick Carlisle,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
10,2010,Rick Carlisle,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
11,2009,Rick Carlisle,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
12,2008,Avery Johnson,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
13,2007,Avery Johnson,67-15,nan,nan,nan,nan,nan,nan,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,81,,,
14,2006,Avery Johnson,60-22,nan,nan,nan,nan,nan,nan,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,73,,,
16,2005,Don Nelson,42-22,Avery Johnson,16-2,nan,nan,nan,nan,42.0,22.0,16.0,2.0,0.0,0.0,0.0,0.0,64,18,0,0,65,88,,
17,2004,Don Nelson,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
18,2003,Don Nelson,60-22,nan,nan,nan,nan,nan,nan,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,73,,,
19,2002,Don Nelson,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
20,2001,Don Nelson,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
21,2000,Don Nelson,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
22,1999,Don Nelson,19-31,nan,nan,nan,nan,nan,nan,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,38,,,
24,1998,Jim Cleamons,4-12,Don Nelson,16-50,nan,nan,nan,nan,4.0,12.0,16.0,50.0,0.0,0.0,0.0,0.0,16,66,0,0,25,24,,
25,1997,Jim Cleamons,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
26,1996,Dick Motta,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
27,1995,Dick Motta,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
28,1994,Quinn Buckner,13-69,nan,nan,nan,nan,nan,nan,13.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,15,,,
30,1993,Richie Adubato,2-27,Gar Heard,9-44,nan,nan,nan,nan,2.0,27.0,9.0,44.0,0.0,0.0,0.0,0.0,29,53,0,0,6,16,,
31,1992,Richie Adubato,22-60,nan,nan,nan,nan,nan,nan,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,26,,,
32,1991,Richie Adubato,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
34,1990,John MacLeod,5-6,Richie Adubato,42-29,nan,nan,nan,nan,5.0,6.0,42.0,29.0,0.0,0.0,0.0,0.0,11,71,0,0,45,59,,
35,1989,John MacLeod,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
36,1988,John MacLeod,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
37,1987,Dick Motta,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
38,1986,Dick Motta,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
39,1985,Dick Motta,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
40,1984,Dick Motta,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
41,1983,Dick Motta,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
42,1982,Dick Motta,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
43,1981,Dick Motta,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
1,2019,Mike Malone,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
2,2018,Mike Malone,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
3,2017,Mike Malone,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
4,2016,Mike Malone,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
6,2015,Brian Shaw,20-39,Melvin Hunt,10-13,nan,nan,nan,nan,20.0,39.0,10.0,13.0,0.0,0.0,0.0,0.0,59,23,0,0,33,43,,
7,2014,Brian Shaw,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
8,2013,George Karl,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
9,2012,George Karl,38-28,nan,nan,nan,nan,nan,nan,38.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,57,,,
10,2011,George Karl,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
11,2010,George Karl,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
12,2009,George Karl,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
13,2008,George Karl,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
14,2007,George Karl,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
15,2006,George Karl,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
18,2005,Jeff Bzdelik,13-15,Michael Cooper,4-10,George Karl,32-8,nan,nan,13.0,15.0,4.0,10.0,32.0,8.0,0.0,0.0,28,14,40,0,46,28,80,
19,2004,Jeff Bzdelik,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
