,Year,Coach1,Balance1,Coach2,Balance2,Coach3,Balance3,Coach4,Balance4,Coach1Wins,Coach1Lose,Coach2Wins,Coach2Lose,Coach3Wins,Coach3Lose,Coach4Wins,Coach4Lose,Total1,Total2,Total3,Total4,Precentage1,Precentage2,Precentage3,Precentage4
71,1955,Edward Gottlieb,33-39,nan,nan,nan,nan,nan,nan,33.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,45,,,
72,1954,Edward Gottlieb,29-43,nan,nan,nan,nan,nan,nan,29.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,40,,,
73,1953,Edward Gottlieb,12-57,nan,nan,nan,nan,nan,nan,12.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,17,,,
74,1952,Edward Gottlieb,33-33,nan,nan,nan,nan,nan,nan,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,50,,,
75,1951,Edward Gottlieb,40-26,nan,nan,nan,nan,nan,nan,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,60,,,
76,1950,Edward Gottlieb,26-42,nan,nan,nan,nan,nan,nan,26.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,0,38,,,
77,1949,Edward Gottlieb,28-32,nan,nan,nan,nan,nan,nan,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,0,0,46,,,
78,1948,Edward Gottlieb,27-21,nan,nan,nan,nan,nan,nan,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,0,0,56,,,
79,1947,Edward Gottlieb,35-25,nan,nan,nan,nan,nan,nan,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,0,0,58,,,
1,2019,Mike D'Antoni,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
2,2018,Mike D'Antoni,65-17,nan,nan,nan,nan,nan,nan,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,79,,,
3,2017,Mike D'Antoni,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
5,2016,Kevin McHale,4-7,J.B. Bickerstaff,37-34,nan,nan,nan,nan,4.0,7.0,37.0,34.0,0.0,0.0,0.0,0.0,11,71,0,0,36,52,,
6,2015,Kevin McHale,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
7,2014,Kevin McHale,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
8,2013,Kevin McHale,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
9,2012,Kevin McHale,34-32,nan,nan,nan,nan,nan,nan,34.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,51,,,
10,2011,Rick Adelman,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
11,2010,Rick Adelman,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
12,2009,Rick Adelman,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
13,2008,Rick Adelman,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
14,2007,Jeff Van Gundy,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
15,2006,Jeff Van Gundy,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
16,2005,Jeff Van Gundy,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
17,2004,Jeff Van Gundy,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
18,2003,Rudy Tomjanovich,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
19,2002,Rudy Tomjanovich,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
20,2001,Rudy Tomjanovich,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
21,2000,Rudy Tomjanovich,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
22,1999,Rudy Tomjanovich,31-19,nan,nan,nan,nan,nan,nan,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,62,,,
23,1998,Rudy Tomjanovich,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
24,1997,Rudy Tomjanovich,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
25,1996,Rudy Tomjanovich,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
26,1995,Rudy Tomjanovich,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
27,1994,Rudy Tomjanovich,58-24,nan,nan,nan,nan,nan,nan,58.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,70,,,
28,1993,Rudy Tomjanovich,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
30,1992,Don Chaney,26-26,Rudy Tomjanovich,16-14,nan,nan,nan,nan,26.0,26.0,16.0,14.0,0.0,0.0,0.0,0.0,52,30,0,0,50,53,,
31,1991,Don Chaney,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
32,1990,Don Chaney,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
33,1989,Don Chaney,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
34,1988,Bill Fitch,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
35,1987,Bill Fitch,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
36,1986,Bill Fitch,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
37,1985,Bill Fitch,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
38,1984,Bill Fitch,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
39,1983,Del Harris,14-68,nan,nan,nan,nan,nan,nan,14.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,17,,,
40,1982,Del Harris,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
41,1981,Del Harris,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
42,1980,Del Harris,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
43,1979,Tom Nissalke,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
44,1978,Tom Nissalke,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
45,1977,Tom Nissalke,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
46,1976,Johnny Egan,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
47,1975,Johnny Egan,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
48,1974,Johnny Egan,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
50,1973,Tex Winter,17-30,Johnny Egan,16-19,nan,nan,nan,nan,17.0,30.0,16.0,19.0,0.0,0.0,0.0,0.0,47,35,0,0,36,45,,
51,1972,Tex Winter,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
52,1971,Alex Hannum,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
54,1970,Jack McMahon,9-17,Alex Hannum,18-38,nan,nan,nan,nan,9.0,17.0,18.0,38.0,0.0,0.0,0.0,0.0,26,56,0,0,34,32,,
55,1969,Jack McMahon,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
56,1968,Jack McMahon,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
1,2019,Nate McMillan,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
2,2018,Nate McMillan,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
3,2017,Nate McMillan,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
4,2016,Frank Vogel,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
5,2015,Frank Vogel,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
6,2014,Frank Vogel,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
7,2013,Frank Vogel,49-32,nan,nan,nan,nan,nan,nan,49.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,0,60,,,
8,2012,Frank Vogel,42-24,nan,nan,nan,nan,nan,nan,42.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,63,,,
10,2011,Jim O'Brien,17-27,Frank Vogel,20-18,nan,nan,nan,nan,17.0,27.0,20.0,18.0,0.0,0.0,0.0,0.0,44,38,0,0,38,52,,
11,2010,Jim O'Brien,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
12,2009,Jim O'Brien,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
13,2008,Jim O'Brien,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
14,2007,Rick Carlisle,35-47,nan,nan,nan,nan,nan,nan,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,42,,,
15,2006,Rick Carlisle,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
16,2005,Rick Carlisle,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
17,2004,Rick Carlisle,61-21,nan,nan,nan,nan,nan,nan,61.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,74,,,
18,2003,Isiah Thomas,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
19,2002,Isiah Thomas,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
20,2001,Isiah Thomas,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
21,2000,Larry Bird,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
22,1999,Larry Bird,33-17,nan,nan,nan,nan,nan,nan,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,66,,,
23,1998,Larry Bird,58-24,nan,nan,nan,nan,nan,nan,58.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,70,,,
24,1997,Larry Brown,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
25,1996,Larry Brown,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
26,1995,Larry Brown,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
27,1994,Larry Brown,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
28,1993,Bob Hill,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
29,1992,Bob Hill,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
31,1991,Dick Versace,9-16,Bob Hill,32-25,nan,nan,nan,nan,9.0,16.0,32.0,25.0,0.0,0.0,0.0,0.0,25,57,0,0,36,56,,
32,1990,Dick Versace,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
36,1989,Jack Ramsay,0-7,Mel Daniels,0-2,George Irvine,6-14,Dick Versace,22-31,0.0,7.0,0.0,2.0,6.0,14.0,22.0,31.0,7,2,20,53,0,0,30,
37,1988,Jack Ramsay,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
38,1987,Jack Ramsay,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
39,1986,George Irvine,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
40,1985,George Irvine,22-60,nan,nan,nan,nan,nan,nan,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,26,,,
41,1984,Jack McKinney,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
42,1983,Jack McKinney,20-62,nan,nan,nan,nan,nan,nan,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,24,,,
43,1982,Jack McKinney,35-47,nan,nan,nan,nan,nan,nan,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,42,,,
44,1981,Jack McKinney,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
45,1980,Slick Leonard,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
46,1979,Slick Leonard,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
47,1978,Slick Leonard,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
48,1977,Slick Leonard,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
49,1976,Slick Leonard,39-45,nan,nan,nan,nan,nan,nan,39.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,46,,,
50,1975,Slick Leonard,45-39,nan,nan,nan,nan,nan,nan,45.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,53,,,
51,1974,Slick Leonard,46-38,nan,nan,nan,nan,nan,nan,46.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,54,,,
52,1973,Slick Leonard,51-33,nan,nan,nan,nan,nan,nan,51.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,60,,,
53,1972,Slick Leonard,47-37,nan,nan,nan,nan,nan,nan,47.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,55,,,
54,1971,Slick Leonard,58-26,nan,nan,nan,nan,nan,nan,58.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,69,,,
55,1970,Slick Leonard,59-25,nan,nan,nan,nan,nan,nan,59.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,0,70,,,
57,1969,Larry Staverman,2-7,Slick Leonard,42-27,nan,nan,nan,nan,2.0,7.0,42.0,27.0,0.0,0.0,0.0,0.0,9,69,0,0,22,60,,
58,1968,Larry Staverman,38-40,nan,nan,nan,nan,nan,nan,38.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,0,0,48,,,
1,2019,Doc Rivers,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
2,2018,Doc Rivers,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
3,2017,Doc Rivers,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
4,2016,Doc Rivers,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
5,2015,Doc Rivers,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
6,2014,Doc Rivers,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
7,2013,Vinny Del Negro,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
8,2012,Vinny Del Negro,40-26,nan,nan,nan,nan,nan,nan,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,60,,,
9,2011,Vinny Del Negro,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
11,2010,Mike Dunleavy,21-28,Kim Hughes,8-25,nan,nan,nan,nan,21.0,28.0,8.0,25.0,0.0,0.0,0.0,0.0,49,33,0,0,42,24,,
12,2009,Mike Dunleavy,19-63,nan,nan,nan,nan,nan,nan,19.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,23,,,
13,2008,Mike Dunleavy,23-59,nan,nan,nan,nan,nan,nan,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,28,,,
14,2007,Mike Dunleavy,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
15,2006,Mike Dunleavy,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
16,2005,Mike Dunleavy,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
17,2004,Mike Dunleavy,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
19,2003,Alvin Gentry,19-39,Dennis Johnson,8-16,nan,nan,nan,nan,19.0,39.0,8.0,16.0,0.0,0.0,0.0,0.0,58,24,0,0,32,33,,
20,2002,Alvin Gentry,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
21,2001,Alvin Gentry,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
23,2000,Chris Ford,11-34,Jim Todd,4-33,nan,nan,nan,nan,11.0,34.0,4.0,33.0,0.0,0.0,0.0,0.0,45,37,0,0,24,10,,
24,1999,Chris Ford,9-41,nan,nan,nan,nan,nan,nan,9.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,18,,,
25,1998,Bill Fitch,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
26,1997,Bill Fitch,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
27,1996,Bill Fitch,29-53,nan,nan,nan,nan,nan,nan,29.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,35,,,
28,1995,Bill Fitch,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
29,1994,Bob Weiss,27-55,nan,nan,nan,nan,nan,nan,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,32,,,
30,1993,Larry Brown,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
33,1992,Mike Schuler,21-24,Mack Calvin,1-1,Larry Brown,23-12,nan,nan,21.0,24.0,1.0,1.0,23.0,12.0,0.0,0.0,45,2,35,0,46,50,65,
34,1991,Mike Schuler,31-51,nan,nan,nan,nan,nan,nan,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,37,,,
35,1990,Don Casey,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
37,1989,Gene Shue,10-28,Don Casey,11-33,nan,nan,nan,nan,10.0,28.0,11.0,33.0,0.0,0.0,0.0,0.0,38,44,0,0,26,25,,
38,1988,Gene Shue,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
39,1987,Don Chaney,12-70,nan,nan,nan,nan,nan,nan,12.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,14,,,
40,1986,Don Chaney,32-50,nan,nan,nan,nan,nan,nan,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,39,,,
42,1985,Jim Lynam,22-39,Don Chaney,9-12,nan,nan,nan,nan,22.0,39.0,9.0,12.0,0.0,0.0,0.0,0.0,61,21,0,0,36,42,,
43,1984,Jim Lynam,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
44,1983,Paul Silas,25-57,nan,nan,nan,nan,nan,nan,25.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,30,,,
45,1982,Paul Silas,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
46,1981,Paul Silas,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
47,1980,Gene Shue,35-47,nan,nan,nan,nan,nan,nan,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,42,,,
48,1979,Gene Shue,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
49,1978,Cotton Fitzsimmons,27-55,nan,nan,nan,nan,nan,nan,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,32,,,
52,1977,Tates Locke,16-30,Bob MacKinnon,3-4,Joe Mullaney,11-18,nan,nan,16.0,30.0,3.0,4.0,11.0,18.0,0.0,0.0,46,7,29,0,34,42,37,
53,1976,Jack Ramsay,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
54,1975,Jack Ramsay,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
55,1974,Jack Ramsay,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
56,1973,Jack Ramsay,21-61,nan,nan,nan,nan,nan,nan,21.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,25,,,
58,1972,Dolph Schayes,0-1,Johnny McCarthy,22-59,nan,nan,nan,nan,0.0,1.0,22.0,59.0,0.0,0.0,0.0,0.0,1,81,0,0,0,27,,
59,1971,Dolph Schayes,22-60,nan,nan,nan,nan,nan,nan,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,26,,,
1,2019,Luke Walton,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
2,2018,Luke Walton,35-47,nan,nan,nan,nan,nan,nan,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,42,,,
3,2017,Luke Walton,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
4,2016,Byron Scott,17-65,nan,nan,nan,nan,nan,nan,17.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,20,,,
5,2015,Byron Scott,21-61,nan,nan,nan,nan,nan,nan,21.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,25,,,
6,2014,Mike D'Antoni,27-55,nan,nan,nan,nan,nan,nan,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,32,,,
9,2013,Mike Brown,1-4,Bernie Bickerstaff,4-1,Mike D'Antoni,40-32,nan,nan,1.0,4.0,4.0,1.0,40.0,32.0,0.0,0.0,5,5,72,0,20,80,55,
10,2012,Mike Brown,41-25,nan,nan,nan,nan,nan,nan,41.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,62,,,
